,recipeID,recipe_name,summary,ingredient_name,category,recipe_image_link,main_source,all
67,63,북어순두부국,북어국을 끓일까 순두부 찌개를 끓일까하다가 두가지맛을 한꺼번에 느껴볼수있는 부드럽고 시원한 북어순두부국을 끓여봅니다,[재료] 북어  적당량 순두부  1봉지 계란  1개 무우  약간 청량고추  3개 대파  1/2대 마늘  [양념] 참기름  소금  생수  4컵 (또는육수),머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0a29a7c78e571da167bbc186de2b159c_m.jpg,"['북어', '적당량', '순두부', '계란', '무우', '약간', '청량고추', '대파', '마늘']","['북어', '순두부', '국', '북어국', '순두부', '찌개', '가지', '맛', '북어', '순두부', '국', '북어', '적당량', '순두부', '계란', '무우', '약간', '청량고추', '대파', '마늘', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
68,64,"고등어구이, 갈치구이 맛있게 굽는 법",김치 넣고 조림해먹어도 맛나죠. 하지만 구이를 원하는 식구들을 위해 고등어구이 준비합니다. 특별히 갈치도 두 토막 같이 구웠어요~,[재료] 고등어  갈치  부침가루  식용유 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/09/7701e571266c7963643b4a89e50d19881_m.jpg,"['고등어', '갈치', '부침가루', '식용유']","['고등어', '구이', '갈치', '구이', '법', '김치', '조림', '구이', '식구', '고등어', '구이', '준비', '갈치', '토막', '고등어', '갈치', '부침가루', '식용유', '생선', '카레', '가루', '카루가루', '추가', '급', '오븐', '칼집', '오븐', '간', '감사', '튀김', '가루', '강황', '가루', '갈치', '구이', '베리', '부침', '가루', '카레', '가루', '구어', '카레', '가루', '첨가', '갈치', '마리', '걱정', '오늘', '애', '밥', '공기', '저녁', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
69,65,담백한 두부장국과 단호박밥,담백한 두부장국과 단호박밥,[단호박밥 재료] 단호박  3개 맵쌀  1+1/2컵 찹쌀  4컵 팥  2/3컵 솔잎  약간 물(육수)  5컵 [두부장국 재료] 두부  3모 소고기(국거리)  200g 건표고버섯  10개 [양념] 다진마늘  1큰술 소금  2작은술 국간장  1작은술,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/25/0602452eb33d0b1f929ac9bf8b8a444c1_m.jpg,"['단호박', '맵쌀', '찹쌀', '팥', '솔잎', '약간', '물육수', '두부장국', '재료', '두부', '소고기국거리', '건표고버섯']","['두부', '장국', '단호박', '밥', '두부', '장국', '단호박', '밥', '단호박', '맵쌀', '찹쌀', '팥', '솔잎', '약간', '물육수', '두부장국', '재료', '두부', '소고기국거리', '건표고버섯', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
70,66,쇠고기완두콩주먹밥 만들기,간단하게 만들어 먹는 쇠고기완두콩주먹밥 입니다.,[재료] 밥  1+1/2공기 다진쇠고기  50g 완두콩  1/4컵 [양념] 간장  1숟갈 생강술  1숟갈 설탕  1/4숟갈 참기름  1/3숟갈 다진마늘  약간,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/17/cb896c15368846b720d69e2f2fabdecb_m.jpg,"['밥', '다진쇠고기', '완두콩']","['쇠고기', '완두콩', '주먹밥', '쇠고기', '완두콩', '주먹밥', '밥', '다진쇠고기', '완두콩', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
71,67,매콤한 대구콩나물찜,냉동 대구목살로 콩나물 듬뿍 넣어서 매콤한 찜요리 만들어 봅니다!!! 대구찜은 처음인데 대구살도 담백하니 졸깃함도 있고 전혀 비린내도 없고 아주 맛있더라구요. 대구라는 생선이 커서 그런지 목부위의 살만으로도 충분히 푸짐한 찜요리가 되는것 같아요. 담백하고 부드러워서 아이들이 먹기에도 참 좋을것 같아요.,[재료] 대구  목살 찜용콩나물  미나리  다진생강  다진마늘  다진 청양고추  적당량 다진대파  전분  [양념] 고춧가루  화이트와인  후춧가루  올리고당  간장  국간장  소금  참기름  검은깨 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/25/7ada3cb0f308bd19baa34dd2dd320ff7_m.jpg,"['대구', '목살', '찜용콩나물', '미나리', '다진생강', '다진마늘', '다진', '청양고추', '적당량', '다진대파', '전분']","['대구', '콩나물', '찜', '냉동', '대구', '목살', '콩나물', '찜', '대구', '찜', '처음', '살', '졸깃', '비린내', '대구', '생선', '목', '부위', '살', '찜', '아이', '대구', '목살', '찜용콩나물', '미나리', '다진생강', '다진마늘', '다진', '청양고추', '적당량', '다진대파', '전분', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
72,68,김마끼 만들기,집에서 간단하게 만들어 먹는 삼색김마끼입니다.,[재료] 김  초밥  날치알  단무지  무순  [양념] 와사비 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/52108feb2a8184f732009e71f7428a35_m.jpg,"['김', '초밥', '날치알', '단무지', '무순']","['김마끼', '집', '삼색', '김', '마', '김', '초밥', '날치알', '단무지', '무순', '감사', '머슬업 다이어트', '머슬업 다이어트']"
73,69,집밥 백선생 꽁치조림,요즘 핫한 집밥 백선생 꽁치조림 저도 만들어 봤어요~,[재료] 꽁치 통조림  1캔 꽈리고추  1줌 청양고추  2개 홍고추  1개 생강  조금 [양념] 간장  2큰술 설탕  1큰술 물  1/2컵 청주  3큰술 기름  조금 후추  조금,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/21/c59c7988585b7f3faed993abc63688991_m.jpg,"['꽁치', '통조림', '꽈리고추', '청양고추', '홍고추', '생강', '조금']","['집밥', '백', '선생', '꽁치', '조림', '집밥', '백', '선생', '꽁치', '조림', '꽁치', '통조림', '꽈리고추', '청양고추', '홍고추', '생강', '조금', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
74,70,전자렌지 우유계란찜,"치즈가 살짝 녹아서 더더 맛있는 우유계란찜!! 
반찬 없는날 아이반찬으로 후다닥 만들어 보세요 완전 간단하고 영양반찬이랍니다.^^",[재료] 계란  3개 우유  100ml [양념] 맛술  2 치즈  1/2장 소금  약간,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/26/2f498d66d4dcd609d886ba5acf5dd00f1_m.jpg,"['계란', '우유']","['전자렌지', '우유', '계란찜', '치즈', '우유', '계란찜', '반찬', '날', '아이', '반찬', '영양', '반찬', '계란', '우유', '우리', '애기', '감사', '방법', '맜', '번', '감사', '우유', '비린내', '육수', '듯', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
75,71,황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,,,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/71fd60b938c1f945b76326556ced079e_m.jpg,[],"['황', '잣', '잣죽', '딸', '죽', '황금비', '과정', '정리', '반', '컵', '정도', '처음', '잣죽', '감사', '종이컵', '계량', '컵', '덕분', '양', '믾이', '식구', '처음', '맜', '소금', '넣러', '다음', '쌀', '잣', '양', '번', '아침', '대용', '인생', '감사', '감사', '설명', '잣', '첨', '다음', '목', '영양', '최고', '계량', '실수', '당황', '마무리', '잣죽', '성공', '감사', '쌀', '밥', '아들', '곁', '그릇', '울', '남편', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
76,72,집에서 만드는 리코타치즈! 홈메이드 리코타치즈샐러드 레시피,리코타치즈는 우유로 간단히 만들 수 있는 치즈죠! 맛이 담백하고 깔끔해서 빵에 발라먹어도 좋고 샐러드나 과일에 곁들여 먹어도 참 맛있어요~ 만드는 방법도 간단해서 우유가 남았을때 종종 만들어 먹기 좋답니다.,[재료] 우유  생크림  레몬즙  소금  토마토  사과  바게트  샐러드야채  아몬드  건포도  [양념] 발사믹소스 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/809da6cd943e291e0762cb5047848aea1_m.jpg,"['우유', '생크림', '레몬즙', '소금', '토마토', '사과', '바게트', '샐러드야채', '아몬드', '건포도']","['집', '리코타', '치즈', '홈', '메이드', '리코타', '치즈', '샐러드', '리코타', '치즈', '우유', '치즈', '맛', '빵', '샐러드', '과일', '방법', '우유', '우유', '생크림', '레몬즙', '소금', '토마토', '사과', '바게트', '샐러드야채', '아몬드', '건포도', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
77,73,참치깻잎밥전&참치깻잎치즈밥전,비오는날은 전이 생각나잖아요 오늘은 향긋한 깻잎과 참치와 밥을 섞어 다른반찬 필요없는 참치깻잎밥전을 소개합니다 밥전은 다른반찬이 필요없어 넘 좋더라구요~ 간단하게 한끼 먹기도 좋구요~,[재료] 밥  1공기 네모참치 1캔 빨강파프리카  1개 깻잎  20장 달걀  2개 기름  적당량 슬라이스치즈  1장 [양념] 소금  약간 후추  약간,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/02/48ed66513212528ed47b7c3352b100cc_m.jpg,"['밥', '네모참치', '빨강파프리카', '깻잎', '달걀', '기름', '적당량', '슬라이스치즈']","['참치', '깻잎', '밥', '전', '참치', '깻잎', '치즈', '밥', '전', '비', '날', '전', '생각', '오늘', '깻잎', '참치', '밥', '반찬', '필요', '참치', '깻잎', '밥', '전', '소개', '밥', '전', '반찬', '필요', '끼', '밥', '네모참치', '빨강파프리카', '깻잎', '달걀', '기름', '적당량', '슬라이스치즈', '참치', '때문', '줄', '깻잎', '간', '체다치즈', '궁합', '예술', '감사', '참치', '때문', '줄', '깻잎', '간', '체다치즈', '궁합', '예술', '감사', '밥', '탄생', '밥', '때문', '부침', '가루', '감사', '밥', '탄생', '밥', '때문', '부침', '가루', '감사', '성공', '맛도좋쿠', '성공', '기분', '엄지', '척', '성공', '맛도좋쿠', '성공', '기분', '엄지', '척', '아침', '식사', '굿', '아침', '식사', '굿', '야채', '참치', '부침', '가루', '투입했담미다', '감사', '야채', '참치', '부침', '가루', '투입했담미다', '감사', '번', '감사', '번', '감사', '누룽지', '맛', '아이', '활용', '감사', '누룽지', '맛', '아이', '활용', '감사', '아이', '덕분', '끼', '아이', '덕분', '끼', '파프리카', '당근', '대체', '식감', '계란', '개', '파프리카', '당근', '대체', '식감', '계란', '개', '맛', '파마산', '치즈', '맛', '파마산', '치즈', '깻잎', '참치', '특유', '파프리카', '양파', '밥', '시간', '저녁', '찬밥', '활용', '남편', '아홉', '살', '아들', '감사', '깻잎', '참치', '특유', '파프리카', '양파', '밥', '시간', '저녁', '찬밥', '활용', '남편', '아홉', '살', '아들', '감사', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
78,871,참치깻잎밥전&참치깻잎치즈밥전,비오는날은 전이 생각나잖아요 오늘은 향긋한 깻잎과 참치와 밥을 섞어 다른반찬 필요없는 참치깻잎밥전을 소개합니다 밥전은 다른반찬이 필요없어 넘 좋더라구요~ 간단하게 한끼 먹기도 좋구요~,[재료] 밥  1공기 네모참치 1캔 빨강파프리카  1개 깻잎  20장 달걀  2개 기름  적당량 슬라이스치즈  1장 [양념] 소금  약간 후추  약간,치매예방,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/02/48ed66513212528ed47b7c3352b100cc_m.jpg,"['밥', '네모참치', '빨강파프리카', '깻잎', '달걀', '기름', '적당량', '슬라이스치즈']","['참치', '깻잎', '밥', '전', '참치', '깻잎', '치즈', '밥', '전', '비', '날', '전', '생각', '오늘', '깻잎', '참치', '밥', '반찬', '필요', '참치', '깻잎', '밥', '전', '소개', '밥', '전', '반찬', '필요', '끼', '밥', '네모참치', '빨강파프리카', '깻잎', '달걀', '기름', '적당량', '슬라이스치즈', '참치', '때문', '줄', '깻잎', '간', '체다치즈', '궁합', '예술', '감사', '참치', '때문', '줄', '깻잎', '간', '체다치즈', '궁합', '예술', '감사', '밥', '탄생', '밥', '때문', '부침', '가루', '감사', '밥', '탄생', '밥', '때문', '부침', '가루', '감사', '성공', '맛도좋쿠', '성공', '기분', '엄지', '척', '성공', '맛도좋쿠', '성공', '기분', '엄지', '척', '아침', '식사', '굿', '아침', '식사', '굿', '야채', '참치', '부침', '가루', '투입했담미다', '감사', '야채', '참치', '부침', '가루', '투입했담미다', '감사', '번', '감사', '번', '감사', '누룽지', '맛', '아이', '활용', '감사', '누룽지', '맛', '아이', '활용', '감사', '아이', '덕분', '끼', '아이', '덕분', '끼', '파프리카', '당근', '대체', '식감', '계란', '개', '파프리카', '당근', '대체', '식감', '계란', '개', '맛', '파마산', '치즈', '맛', '파마산', '치즈', '깻잎', '참치', '특유', '파프리카', '양파', '밥', '시간', '저녁', '찬밥', '활용', '남편', '아홉', '살', '아들', '감사', '깻잎', '참치', '특유', '파프리카', '양파', '밥', '시간', '저녁', '찬밥', '활용', '남편', '아홉', '살', '아들', '감사', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방', '치매예방']"
79,74,계란 노른자 터트려 비벼 먹는 또띠아피자,계란피자는 일본에서 유명한 피자가게의 히트상품이라고 해서 만들어 맛을 봤는데 의외로 맛있어서 레시피를 올려 봅니다. 부드럽고 고소한 이색피자~ 함께 만들어보아요!,[재료] 시판또띠아 8인치 피자소스  1.5큰술 양송이  2~3개 토마토  1개 바질잎  2장 피자치즈  100g 계란  1개,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/10/eeae90daa839fa65f9594dd3d5f7e386_m.jpg,"['시판또띠아', '피자소스', '양송이', '토마토', '바질잎', '피자치즈', '계란']","['계란', '노른자', '또띠아', '피자', '계란', '피자', '일본', '유명', '피자', '가게', '히트', '상품', '맛', '이색', '피자', '시판또띠아', '피자소스', '양송이', '토마토', '바질잎', '피자치즈', '계란', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
80,75,호두를 넣은 강된장과 양배추쌈,오늘은 강된장에 견과류를 넣어 아이들이 밥 비벼 먹어도 맛있게 만들어 보았습니다. 견과류를 넣으면 두뇌 활동에도 좋은 영향을 주지만 오독오독 씹히는 식감이 강된장을 더 맛있게 만들어 줍니다.,[재료] 양배추  1/2통 다진 돼지고기  150g (또는 쇠고기) 새송이 버섯  2개 양파  1/2개 다진 호두  50g 청양고추  2개 [양념] 된장  5큰술 고추장  1큰술 고춧가루  1큰술 꿀  1큰술 참기름  1큰술 다진 마늘  1/2큰술 멸치 다시마 육수  1컵,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/12/e73d6aaa66b024024a6b919699d9aaa81_m.jpg,"['양배추', '다진', '돼지고기', '또는', '쇠고기', '새송이', '버섯', '양파', '다진', '호두', '청양고추']","['호두', '강된장', '양배추', '쌈', '오늘', '강된장', '견과', '아이', '밥', '견과', '두뇌', '활동', '영향', '오독', '오독', '식감', '강된장', '양배추', '다진', '돼지고기', '또는', '쇠고기', '새송이', '버섯', '양파', '다진', '호두', '청양고추', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
81,76,두부강정 호두조림,간단한 밑반찬 두부조림 만드는 법입니다.,[재료] 두부  1모 [양념] 굴소스  오미자청  참기름  올리고당 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/8731f2cac1f8b140eabeed9daa456e7d1_m.JPG,['두부'],"['두부', '강정', '호두', '조림', '밑반찬', '두부', '조림', '법', '두부', '감사', '맛', '청량', '고추', '짱', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
82,77,검은콩 곤약조림,다이어트하세요? 검은콩 곤약조림 강추합니다~!!,[재료] 검은콩  1C 곤약  300g [양념] 꿀  1T 통깨  약간 [양념장] 간장  1T 맛술  1T 설탕  1T 꿀  1T 소금  1꼬집 물  2C,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/12/b38d475f3e6989e5c4407b3c11d947c1_m.jpg,"['검은콩', '곤약']","['검은콩', '곤약', '조림', '다이어트', '검은콩', '곤약', '조림', '검은콩', '곤약', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
83,78,검은콩으로 만든 콩비지찌개,"검은콩을 이용해 고소하고 담백한 맛이 좋은 콩비지찌개를 끓여서 아침밥상에 올려 보려고 단백질과 지방이 풍부한 검은콩과 황사에 도움을 주는 돼지고기 그리고 김치와 양파, 대파, 새우젓을 함께 준비해 보았어요.",[재료] 검은콩  250g 돼지고기  150g 김장김치  약간 대파  1뿌리 양파  1/2개 홍고추  1/2개 [양념] 새우젓  2큰술 다진마늘  1큰술 포도씨유  1큰술 물  적당량,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/25/f62ca146abfc02ee8b30c17155cd9c78_m.jpg,"['검은콩', '돼지고기', '김장김치', '약간', '대파', '양파', '홍고추']","['검은콩', '콩', '비지찌개', '검은콩', '이용', '맛', '콩', '비지찌개', '아침밥', '단백질', '지방', '검은콩', '황사', '도움', '돼지고기', '김치', '양파', '파', '새우젓', '준비', '검은콩', '돼지고기', '김장김치', '약간', '대파', '양파', '홍고추', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
84,79,훈제돼지등심 샐러드,다이어트에 좋고 맛도 좋은 훈제 돼지등심 샐러드,[재료] 돼지등심  500g 새송이버섯  애호박  당근  파프리카  브로콜리  파슬리  바질  올리브유  설탕  1/2컵 [양념] 후추  소금  무첨가요거트 ,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/fc7efea06d8ef1a316c7d7150b46c1671_m.jpg,"['돼지등심', '새송이버섯', '애호박', '당근', '파프리카', '브로콜리', '파슬리', '바질', '올리브유', '설탕']","['훈제', '돼지', '등심', '샐러드', '다이어트', '맛', '훈제', '돼지', '등심', '샐러드', '돼지등심', '새송이버섯', '애호박', '당근', '파프리카', '브로콜리', '파슬리', '바질', '올리브유', '설탕', '머슬업 다이어트', '머슬업 다이어트']"
85,80,건자두로 속을 채운 돼지안심스테이크,"항상 소고기 스테이크만 먹었는데 돼지 안심으로 스테이크를 만들어 먹으니 더욱 연하고 색다른 맛이에요. 너무 맛있어요. 고기를 재울 때 와인이나 양파, 마늘만 사용했는데 다시물을 이용하니 편하고 좋은것 같아요.",[재료] 돼지고기안심  200g 건자두  4개 사과  1/4개 양파  1/2개 로즈마리  1잎 어린잎야채 [양념] 통후추  다시물  올리브유  약간 스테이크소스  4큰술 머스타드  1큰술,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/02/4a72c68d0aa5f02d104fe8cc3b85cf971_m.jpg,"['돼지고기안심', '건자두', '사과', '양파', '로즈마리', '어린잎야채']","['건', '자두', '속', '돼지', '안심', '스테이크', '소고기', '스테이크', '돼지', '안심', '스테이크', '맛', '고기', '와인', '양파', '마늘', '사용', '이용', '돼지고기안심', '건자두', '사과', '양파', '로즈마리', '어린잎야채', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
86,81,참치 깻잎 쌈밥,"도시락 메뉴에도 딱이고, 간단히 해결하고 싶은 식사에도 딱인 메뉴입니다. 다져놓은 야채와 참치로 속을 만들어 향긋한 깻잎안에 쏙 넣어둔 별미이기도 합니다.",[재료] 깻잎  참치  1캔 당근  호박  새송이버섯  양파  파프리카  밥  [양념] 된장  1/2스푼 쌈장  1/2스푼,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/13/20d6cd5b9c722277627558db5db5fde81_m.jpg,"['깻잎', '참치', '당근', '호박', '새송이버섯', '양파', '파프리카', '밥']","['참치', '깻잎', '쌈밥', '도시락', '메뉴', '해결', '식사', '메뉴', '야채', '참치', '속', '깻잎', '안', '별미', '깻잎', '참치', '당근', '호박', '새송이버섯', '양파', '파프리카', '밥', '청국장', '돈', '시골', '밥상', '감사', '남자', '친구', '쌈', '깻잎', '장', '번', '깻잎', '번', '재료', '울', '가족', '쌈', '연러', '번', '듯', '된장', '쌈장', '남편', '깻잎', '하나', '맛', '개', '초보', '도시락', '쌀', '정성', '듯', '요', '집', '깻잎', '장', '사용', '생각', '필요', '밥', '안', '밥', '재료', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
87,82,참치 버섯 샐러드,오늘은 특별한 재료도 없이 준비되어있는 재료로 간단하게 만들 수 있는 샐러드예요~ 특별한 과정도 생략하고 간단하게 만들 수 있어서 좋답니다.,[재료] 느타리버섯  200g 캔참치 작은것  1통 대파  약간 [양념] 올리브유  1큰술 통깨  약간 소금  약간,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/18/607ad3539c3a4a3f52b25eca85a89485_m.jpg,"['느타리버섯', '캔참치', '작은것', '대파', '약간']","['참치', '버섯', '샐러드', '오늘', '특별', '재료', '준비', '재료', '샐러드', '과정', '생략', '느타리버섯', '캔참치', '작은것', '대파', '약간', '버섯', '처음', '맛', '상상', '조합', '건강', '느낌', '느타리', '버섯', '참치', '파', '가지', '조합', '참치', '버섯', '하루', '간', '다음', '느타리버섯', '샐러드', '생각', '재료', '조합', '맛', '맛', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트', '머슬업 다이어트']"
88,83,"솔치 칼국수, 청어새끼 솔치의 담백하고 깔끔한 칼국수~",,,머슬업 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/34002f717c39d4260e52fb9fc674657e_m.jpg,[],"['솔치', '칼국수', '청어', '새끼', '솔치', '칼국수', '머슬업 다이어트', '머슬업 다이어트']"
