recipe_name,review_id,posting_time,rating,review_content,category,recipeID
고등어무조림,72883423,2023-02-02 19:51:40,5,"너무 단순해서 반신반의하면서 해봤는데 너무 맜있습니다
남은양념 다음날 밥 비벼 먹었습니다",머슬업 다이어트,84
고등어무조림,69930866,2023-07-11 18:07:54,5,"이거 진짜 맛나요
몇번째해먹어도 여전히 맛나요
걱정말고 해보시길 추천합니다",머슬업 다이어트,84
고등어무조림,32764350,2019-11-23 16:24:22,5,"와우! 시래기좋아해서 같이넣구, 
 신랑이 고등어귀신인뎅
넘흐넘흐좋아하네용! ㅎㅎ",머슬업 다이어트,84
고등어무조림,70762251,2019-11-28 22:16:48,5,"님덕분에 맛나게 잘 먹었네요^^
저는 새끼 고등어 일명 고도리 4마리로 했는데..
양념이 살짝 부족 한듯 해서~
 된장 반스푼 추가 했어요..
울집 뿡이가 엄지척 하네요^^
귀한 레시피 감사해요~♡",머슬업 다이어트,84
고등어무조림,16919163,2020-09-01 02:20:53,5,요즘 고등어가 비싸고 냉동고등어가 먹을만하다고해서 고등어요리를 해봤지만 이레시피가 젤 나뜨라구요 요리할때마다 보게되드라구요,머슬업 다이어트,84
고등어무조림,20452265,2018-11-23 11:50:10,5,"넘넘넘맛있게잘먹었어요~
고등어조림좋아하는데 어려울것같고양념도
자신없어서 반찬가게에서구입해서사먹었는데
이젠그럴필요없겠네요 레시피도간단하구
맛이정말사먹는것처럼 최고에요 밥도둑!!!
레시피감사합니다~^^",머슬업 다이어트,84
고등어무조림,69402358,2019-07-23 18:51:37,5,레시피대로햇더니 맛나네요~~생강가루 조금 첨가했어요 울아찌 맛있다고 한그릇 뚝딱햇어요,머슬업 다이어트,84
고등어무조림,46933782,2021-01-07 21:44:00,5,"맛있어요 국물자박하게 먹어도 맛있네요
앞으로 고등어조림은 이레시피로^^
감사해요",머슬업 다이어트,84
고등어무조림,92499277,2020-09-05 14:08:19,5,맛있게 잘 해먹었어요 냉동고등어 냉동실에 오래 있었는데 덕분에 맛있게 먹는 법 알아갑니다,머슬업 다이어트,84
고등어무조림,94074377,2021-02-28 18:13:42,5,"넘 맛있어서 신랑이 또 해달라고 하네요
저는 생물 고등어가 아닌 통조림을 썼는데 넘 맛있어용",머슬업 다이어트,84
고등어무조림,12054704,2019-07-03 06:19:21,5,"레시피 보기전에 이대로 했는데 전 설탕대신 물엿으루 했거든요 긍데 좀 많이 넣은게 실수긴 한데 뜬금 없지만 시장에서 고등어라고 샀는데 이상하게 꽁치 고등어 중간맛이 납니다ㅜ 꽁치랑 고등어랑 좀 비슷하자나요 영 맛이 없네여 고등어가 아닌듯 ㅜㅜ 
혹시 요세 고등어라구 하구 꽁치를 파는건지 ㅜ 4마리 만원에 주셨는데 ㅠ 끝물이라 인천 석바위시장서 어제 샀었어요ㅜㅜ",머슬업 다이어트,84
고등어무조림,34496192,2019-10-11 11:33:03,5,"저레시피보다ㅡ깜빡하구 고추가루를더넣었는데두ㅡ넘맛나네요~~^^
전 물을쌀뜰물로 부어서했는데 소주도붓고 비릿네잡아주는것같아요 짜지도않구 적당히간이되서넘맛나게다먹었네요~~^^
저희아들은 밥을3공기에국물까지비벼서먹더라구요ㅡㅎ",머슬업 다이어트,84
고등어무조림,81472349,2020-06-22 15:08:04,5,"와,,, 진짜 역대급 후기 잘 안남기는데 남길수밖에 없네요 ,, 팽이버섯넣고 무가 없어 감자로 대체 ! 매실액 맛술 없어서 굴소스 한스푼 소주 조륵 넣고 고추장이 매운거라 설탕 2큰술도 넣었고 중불에 푹 조렸습니다,, 혼자먹으며 첫술부터 마지막술까지 감탄하면서 먹었네요 ,, 시집가도 되겠다 하면서,,",머슬업 다이어트,84
고등어무조림,2o3so3w1dip12lxjepnef7ak3sjn,2021-07-06 23:41:54,5,처음 해봤는데 맛있었어요^^! 요즘 날씨에 아침에 데워먹고 다음날 먹으려니 벌써 상해서 엄청 아까웠어요ㅠㅠ 어제 저녁에 좀 끓였어야 했는데ㅠ 조만간 다시 도전~~!!,머슬업 다이어트,84
고등어무조림,10798042,2021-12-12 06:43:35,5,고등어가 작아서 두마리로 하고 감자추가해서 만들었어요 달지도 짜지도 않았구 너무 맛있었어요 물양을 더 넉넉히 잡았네요 좋은 레시피 감사합니다,머슬업 다이어트,84
고등어무조림,89720276,2021-01-15 12:14:26,5,넘나 맛나요 근데 전 고등어 반마리 햇는데도 양념 양 똑같이 햇어요 그러니 딱 맞더라구요 짜지도 않구,머슬업 다이어트,84
고등어무조림,93606798,2020-06-17 17:36:33,5,"맛있게 잘 먹었어요 기본적인 양념인데 맛있었어요 
황금비율 감사합니다 ~^^",머슬업 다이어트,84
고등어무조림,16499755,2021-02-19 20:21:32,5,"어우 레시피대로 햇어요.양념 너무잘됏다고 칭찬받음 ㅋㅋ
요알못이 요리를 해냇어요~~ 헤헤",머슬업 다이어트,84
고등어무조림,71902005,2018-02-27 20:11:18,5,"조림 하려고 산게 아니였는데 레시피 보니 맛있을 것 같아서 급 변경했는데....
너무 맛있어요",머슬업 다이어트,84
고등어무조림,86414437,2020-08-10 23:20:47,5,"맛나게 잘 먹었네요.요즘 코로나때문에 아이 점심 먹거리가 걱정인데, 내일 하루는 근심 덜었습니다..감사합니다.",머슬업 다이어트,84
고등어무조림,jesang2,2020-03-23 20:47:19,5,"신랑이 맛있다고 밥을 두그릇이나먹네요ㅋㅋ
 담엔 갈치로 해봐야겠어요ㅎ 잘먹었습니다!",머슬업 다이어트,84
고등어무조림,36541318,2019-05-02 20:41:42,5,"고등어조림 처음 해봤는데 비린내도 안나고 레시피도 쉽고 정말 맛있게 만들어 먹었어요 ^^
저는 양파매니아라 양파까지 넣었더니 더 푸짐하게 먹었네요",머슬업 다이어트,84
고등어무조림,56116193,2020-07-28 18:42:58,5,진짜 맛나요 ^^ 무를 조릴려면 오래걸리긴하네요 ㅎㅎ 근데 더더 깊은맛나서 굿! 칼칼한맛내려고 땡초3개넣었구요 물은 얼만큼 넣어야할지몰라서 처음에 500미리 조금 안되게 넣고 끓이다가 싱거워서 간장 조금 추가했어요 진짜 맛있네요,머슬업 다이어트,84
고등어무조림,95823103,2021-09-28 19:23:06,5,와 이건 진짜.. 인정할수밖에 없는 레시피예요!! 기대 안하고 만들었는데 진짜 너무 맛있고 비린맛도 안나고 짜지도 않아요 와 최고예요,머슬업 다이어트,84
고등어무조림,40173302,2019-09-30 20:03:03,5,"ㅠ생각보다 색상이 너무 안나와서요..
야삽이지만 다시다 조금 넣구
그리고 생각보다 비린냄새가나길래 소주콸콸부엇어요!",머슬업 다이어트,84
고등어무조림,36692984,2022-04-04 15:21:56,5,"조리법도 초초간단하고 간도짜지않고 생강이 안들어가서 고등어본연의맛을 더많이 느낄수잇어 진짜진짜 맛잇어요 중독성잇어요.
우리가족은 생선을 잘안먹는데 어제 요조리법으로 한번해먹고 너무맛잇어서 오늘에 무조림만 요조리법으로 또해먹엇지 모에요. 요리는 뭐니뭐니해도 초간단하면서 맛잇는요리가 최고이고 고수의 작품이죠. 풀향기님 짱이십니다ㅎㅎ",머슬업 다이어트,84
고등어무조림,99038716,2019-10-13 18:32:59,5,"몇번 고등어조림 도전했지만 한번도 가족들한테 맛있게 잘먹었다는 소리를 못들었는데 선생님 레시피 그대로 했더니 정말 맛있다고 엄지척을 받았네요
고맙습니다",머슬업 다이어트,84
고등어무조림,92785586,2019-11-24 19:40:32,5,"정말 맛있네요.
깊은맛을위해 물은 쌀뜨물로, 된장1스푼 추가했어요. 남편이 엄지척해줌^^",머슬업 다이어트,84
고등어무조림,29542128,2020-04-18 21:04:53,5,"요즘 제일 애정하는 레시피예요~
다른 양념들은 웬만하면 집에 있으니,
고등어랑 무만 준비하면 되니까 
준비는 간단, 맛은 최고!!!",머슬업 다이어트,84
고등어무조림,67497274,2021-07-26 19:18:57,5,"이레시피로 몇번을해먹음 갈치로해도 맛있음
오늘은 무대신 감자, 파대신 양파넣음
근데 잠깐한눈팔다 감자 태워먹음ㅜㅜ
힝 조림할땐 딴짓하지마세요ㅜㅜㅜ",머슬업 다이어트,84
고등어무조림,49672173,2019-12-28 19:10:18,5,정~말 오랜만에 고등어무조림 했네요^^ 맛있는 레시피로 잘 된것 같아요 ㅎ.ㅎ,머슬업 다이어트,84
고등어무조림,57828635,2022-05-20 15:17:50,5,"무우가 없어서 감자넣고 이 레시피 그대로 해 먹었는데 좀 전에 점심으로 밥 한공기 뚝딱했습니다 무가 없어서 아쉬웠고 감자넣고 했어요 정말 맛있었어요 
2인분이라서 저 혼자 반 먹고 나머지 반은 조만간 또 먹으려구요 완전 요리초보였는데 쉽게 해서 정말 맛있게 먹었습니다 먹느라고 사진은 못 찍었습니다 풀향기님 감사합니다",머슬업 다이어트,84
고등어무조림,62468787,2021-06-18 20:35:45,5,"맛있어요!
레시피대로하니간이적절하네요~
남편이맛있다고많이먹었어요ㅎ
무가익는시간이좀걸려서
물부어가며오래끓였어요~
담엔좀더얇게썰어보려구요^^",머슬업 다이어트,84
고등어무조림,15590975,2021-07-25 15:41:30,5,진짜...별안간 고등어무조림이 먹고싶어서 했는데 생전처음해보는데 어떻게해야하나했는디 이거네요....베리 나이스,머슬업 다이어트,84
고등어무조림,99986810,2022-02-14 17:51:02,5,"점심으로 준비했는데
저녁식사로 되었네요
남편이 오늘부터 다욧을선언했는데
안되겠다며 내일로 미루고 한잔 합니다
아주 맛나다고요^^",머슬업 다이어트,84
고등어무조림,18945093,2019-11-11 20:15:03,5,"자반고등어 구입해서 했기 때문에 레시피보단 양념을 적게 했는데, 그래도 맛있었어요^^",머슬업 다이어트,84
고등어무조림,65962441,2022-06-30 17:16:02,5,너무너무 맛있어요 ㅎㅎ 팽이버섯이 있을땐 팽이버섯도 추가해서 넣었더니 괜찮고 이 양념 레시피 없었으면 어쨌을까 싶을정도로 생선조림 먹고싶을때마다 넘 맛있게 잘 해먹고 있어요 남편이 정말 제가 한거냐고 만들때마다 신기해하네요 ㅋㅋㅋ,머슬업 다이어트,84
고등어무조림,41567385,2019-06-21 10:40:06,5,무가 없어서 감자만 넣고했어요~^^ 올리고당 없어서 매실청 두스푼 넣고 대파대신 쪽파 넣었네요~ 비린맛이 살짝 있었는데 맛술 더 넣고 두번째 끓여먹으니까 더 맛나요~^^,머슬업 다이어트,84
고등어무조림,95510645,2023-07-07 09:48:42,5,맛있네요 물 양이 정확히 안나와서 어떻게 해얄지 몰랐는데 저는 생선 반쪽짜리 3개에 양념 2배해서 물 2컵하니 딱 맞았어요,머슬업 다이어트,84
고등어무조림,64648619,2021-11-01 18:58:09,5,"이 레시피대로하니 넘 맛있어요^^
처음해본건데 하기쉽고 맛도있고 잘먹었습니다~",머슬업 다이어트,84
고등어무조림,48996430,2021-06-06 19:00:02,5,"모듬 생선 조림했어요. 양념장으로 최고의 맛이죠. 
쉐프님 감사해요♡♡♡",머슬업 다이어트,84
고등어무조림,54205221,2018-11-18 12:11:18,5,"고등어조림 성공했어요~~^^
저는 무에 양념장 반을 먼저 넣고 무를 익힌다음 고등어를 넣고 나머지 양념으로 졸였어요 무가 아주 맛나게 익었어요
양념이 아주 맛납니다",머슬업 다이어트,84
고등어무조림,99302659,2019-09-23 23:26:04,5,대박!! 의심반으로 따라서 만들었는데 진짜 맛있어서 깜짝놀랐어요ㅋㅋㅋ 첫 도전에 성공해서 너무 좋아요ㅠ.ㅠ 비린냄새에 엄청 민감해서 먹기전까지 걱정했는데 신기하게도 비린내가 거의 안났어요!! 제가 워낙 예민해서그렇지 이정도면 거의 안나는정도였습니다ㅎㅎㅎ,머슬업 다이어트,84
고등어무조림,24880953,2022-08-06 13:01:24,5,"순살고등어 2.5마리
무우 500g 감자 5알(중)
물은 500ml에 양념은 두배,
고추장 계량은 깎지 않고 했어요.
올리고당이 없어서 매실액 2스푼으로 대체했구요.
간 보고,
설탕 1스푼, 멸치액 2스푼, 연두 1스푼 추가로 넣어줬어요.
매실액도 2스푼정도 더 넣어줬던것 같습니다.
남편이 맛있다고 잘먹네요^^ 
좋은 레시피 감사합니다.",머슬업 다이어트,84
고등어무조림,79481950,2024-02-03 17:05:03,5,처음해보는고등어무조림~ 직접해보는건 처음이었는데...정말 맛있어요~밥도둑인듯~,머슬업 다이어트,84
고등어무조림,84669682,2020-07-01 12:49:31,5,"너무 맛있어요~! 식당에서 먹는 맛?ㅎㅎ
저는 고등어 2마리기때문에 올려주신 레시피 양념의 1.5배로 했는데 짜지도 않고 아주 딱! 좋아요. 레시피는 그대로하고 청양고추만 추가했더니 얼큰한게 아주 좋습니다^^ 
레시피 공유 감사합니다~~~",머슬업 다이어트,84
고등어무조림,71798456,2020-07-11 15:59:36,5,제가 고등어 킬런데 이거 너무 맛있잖아요!!ㅋㅋㅋㅋ 친정엄마가 해준게 너무먹고싶었는데.. 엄마가해준것같은 맛이났어요ㅋㅋㅋ 저는 고등어 3마리넣고 무 잔뜩넣어서했어요~ 양념은 알려주신데로 넣고 팍! 끓인후 간보니 좀 짭짤하길래 물을 좀 더 넣고 쫄였어요ㅋ 늦은점심으러 방금 밥먹었는데 신랑은 이따 8시에 또 먹겠데요ㅋㅋㅋ 굿입니다! 종종해먹어야겠어요^^ 다음번엔 감자를 넣어보려구요~ 저희엄만 무반 감자반 넣고 해주셨거든요^^,머슬업 다이어트,84
고등어무조림,92796924,2020-04-22 10:59:21,5,"저는 냉동 고등어가 있어서 냉동으로 했는데요! 그래도 진짜진짜 맛있었어요!! 집에있는 꽈리꼬추랑 마늘쫑도 넣어서 했더니 아삭아삭해서 더 맛있었구여 ㅠㅠ 감사합니당 맛있는
한끼가 되었어요!",머슬업 다이어트,84
고등어무조림,71994211,2018-11-22 15:27:22,5,"완전 너무~ 맛있어요~~~^^
아빠가 진정한고등어조림 이라고
엄청맛있게 드셨어요^^

무를 먼저 양념해서 익힌후
고등어 올려서 중약불에서 푸욱
익혀줬어요. 

내일 친구들 초대메뉴로 정했어요ㅋ
맛있는레시피감사합니다",머슬업 다이어트,84
고등어무조림,96246316,2017-04-12 20:01:51,5,비리지도 않고 맛있게 잘먹었어요 남편이 맛있다고 칭찬해주었답니다 한끼에 다먹어버렸어요 ㅎㅎㅎ,머슬업 다이어트,84
고등어무조림,79399890,2023-12-08 20:08:02,5,"접시에 담자마자 사진찍었더니 사진이 잘 안나왔네요..
제가 요리하고 감탄하며 맛있게 먹었습니다.. 감사합니다..",머슬업 다이어트,84
고등어무조림,50550888,2020-09-19 21:09:13,5,"달다는 후기 보고 맛술 빼고 청주를 넣었어요.
고등어 두마리라 양념 두배로 했구요.
남편이 맛있다고 하네요.",머슬업 다이어트,84
고등어무조림,43338334,2023-10-27 18:22:18,5,비린내없고 엄청맛잇게 잘먹었어용!!!무는 너무 두껍게썰었는지 설익어서ㅋㅋㅋ잘먹었습니당,머슬업 다이어트,84
고등어무조림,63404170,2018-11-13 07:55:41,5,무가 조금 더 조리고 조림장만 좀더 있으면 완벽했는데 조금 아쉽게 요리됬네요ㅜㅜ 고등어 맛은 최고고 먹으면서 좀더 조리해서 먹으면 될거같아요^^,머슬업 다이어트,84
고등어무조림,25716578,2021-01-12 21:00:41,5,진짜로 맛있게 됬어요~ 첨 하는거라서 걱정많이했는데 레시피 그대로 하니까 진짜 넘넘 맛있게 잘 됬어용~ 남편이 식당보다 더 맛있다고 하네요~~^^ 감사합니당,머슬업 다이어트,84
고등어무조림,77236771,2023-05-01 21:20:02,5,아들이 완전 맛있다네요 ㅎㅎ 무 듬뿍 깔고 물을 실수로 좀 더넣었는데 간이 딱 맞네요~ 생선 잘 안먹는데 감사해요,머슬업 다이어트,84
고등어무조림,35203222,2022-01-21 17:14:31,5,무를먼저 물넣고 한소끔끓인뒤에 햇더니 무도 잘 무르고 양념도 더 잘배었어요 항상 레시피 보며 오늘도 맛있게 먹습니다,머슬업 다이어트,84
고등어무조림,83225942,2021-03-17 13:35:33,5,고등어조림 처음 해봤는데 제가 만든 게 믿어지지 않을 정도로 진짜 너무너무 맛있었어요. 레시피도 간편하고 쉽더라구요. 다음에도 또 해먹어보려구요. 쉽고 맛있는 레시피 감사드려요.ㅎㅎ,머슬업 다이어트,84
고등어무조림,79553597,2018-06-06 11:10:08,5,"모처럼 쉬는 날이어서 와이프에게 레시피 참고해서 해줬는데 반응 매우 좋습니다.
감사합니다!",머슬업 다이어트,84
고등어무조림,40267732,2022-03-13 21:46:48,5,"늦은시간 너무먹고싶은 고등어조림,무도맛있고 양념도맛있고.너무맛있게먹었어요^^",머슬업 다이어트,84
고등어무조림,14171136,2024-02-03 17:47:27,5,"애들이 생선 잘 안먹는데 요렇게 해주니 무랑 잘먹네요 
제가 먹어봐도 사서 먹는 맛같이 맛있어요~",머슬업 다이어트,84
고등어무조림,89016350,2019-05-17 18:27:18,5,"아이들도 맛있다며 좋아하네요,, 저는 멸치육수가있어 물 대신 넣어주었더니 더욱 감칠맛이 나요",머슬업 다이어트,84
고등어무조림,19359324,2018-10-04 23:22:19,5,"너무 쉽게 알려주셔서 고등어조림 처음해봤는데 너무 맛있게 잘 먹었네요
감사합니디ㅣ",머슬업 다이어트,84
고등어무조림,13963471,2021-08-21 19:46:18,5,고등어는 반마리만 하고 무를 많이해서 양념을 다 넣었는데 어우 국물만 맛봤는데 대박이에여 ㅠㅠㅠㅠ 쵝오,머슬업 다이어트,84
고등어무조림,13343030,2020-11-29 21:24:45,5,"난생처음으로 고등어조림했는데
고추장이너무오래되서그런지
너무짜네요
참고로저는홀아비",머슬업 다이어트,84
고등어무조림,fvo90afee4gyboc8sqx2e8p5mvq9,2021-03-09 10:04:17,5,대박이에요 첫도전했는데 성공 ㅜㅜ 감사합니다 다음엔 갈치넣어볼까봐영!!,머슬업 다이어트,84
고등어무조림,79847242,2019-04-12 15:57:17,5,저 완전 요리ㄸ손인데 진짜 맛있게 됐어요! 두마리해서 양념을 많이 넣었더니 좀 짜게 되긴했지만 입맛 까다로운 남편도 맛있다고 잘 먹더라구요:),머슬업 다이어트,84
고등어무조림,69995141,2020-09-03 18:43:00,5,"진심 최고의 레시피네요~
사진을 찍을걸ㅠ 아쉽네요 
무랑 시래기까지 넣고 양념장 레시피대로 했는데
고등어조림 싫다던 아들까지
칭찬하며 먹었답니다~
레시피 공유 감사해요♡",머슬업 다이어트,84
고등어무조림,78930665,2020-06-22 18:12:33,5,"밥이 젤 싫은 아이인데 자기생일날 또 해 달래요~^^
연속 이틀째 해 먹고 있어요~",머슬업 다이어트,84
고등어무조림,92101025,2023-11-11 19:11:52,5,온 가족이 너무 맛있게 잘 먹었습니다. 애들은 아빠가 요리산줄 압니다 ㅋㅎ ^~^,머슬업 다이어트,84
고등어무조림,58824228,2020-09-29 08:16:06,5,"너무 훌륭한 레시피입니다.
친정엄마께서 해주셨던 맛 그대로입니다.
덕분에 남편이랑 맛있게 먹었습니다.",머슬업 다이어트,84
고등어무조림,83010966,2021-10-25 21:27:44,5,"풀향기님 요리 레시피 집에 거의다있는 재료고 양념들이라 자주 이용해서 맛있게 먹고 있습니다
오늘도 잘~ 먹었습니다^^",머슬업 다이어트,84
고등어무조림,54936878,2019-02-26 19:43:37,5,"남편이 낚시로 잡아온 고등어
조리고 있는데 맛있는 냄새가
나요. 국물 한술 먹어보니 넘 맛있어요.레시피 감사해요.",머슬업 다이어트,84
고등어무조림,21014895,2023-07-19 20:41:43,5,"너무 맛있게 먹었어요
감사합니다~
계량 똑같이 따라했는데 간이 딱 맞고 밥도둑이 따로 없네요~",머슬업 다이어트,84
고등어무조림,60666298,2020-09-27 20:43:11,5,"처음으로 고등어조림 비린내 안나고 맛있게 조리되었네용!!
감자도 넣었는데 맛이 끝내줍니당~♡",머슬업 다이어트,84
고등어무조림,10609949,2020-04-25 08:30:27,5,"정말 너무 맛있었어요
저는 설탕을 조금 더 추가 했어요
원래 조림무우는 안먹는데, 이것마저도 맛있더라구요
감사해요 
완전 짱",머슬업 다이어트,84
고등어무조림,52041271,2019-12-29 22:26:10,5,짜지않고 맛있어요 고등어 두마리에 재료 2배 물 2배로 했어요 마지막에 연두(주황색) 한바퀴 돌려넣고 청량고추 두개 썰어 넣었는데 맛나요 앞으로 이 레시피로만 해야겠어요^^ 고맙습니다,머슬업 다이어트,84
고등어무조림,55688226,2022-05-18 19:37:07,5,요리똥손인데 레시피대로 하니..맛이..납니다!ㅎㅎ저녁 맛있게 잘먹었어요~^^,머슬업 다이어트,84
고등어무조림,26371483,2024-01-30 21:18:40,5,첫 고등어 조림인데 맛있게 잘 해먹었어요! 고등어 3마리라서 양념은 2배 넣었는데 간도 딱 좋네요! 담에 또 해먹으려구용,머슬업 다이어트,84
고등어무조림,11019157,2022-11-29 21:32:54,5,"첨 해보는 고등어 무조림!! 앞으로 레시피는 이겁니다
너무 마싯고 말이 필요없네요!!!!!!",머슬업 다이어트,84
고등어무조림,nalcinhae,2020-06-04 20:37:50,5,"덕분에 저도 성공했어요^^
간장한스푼에 물좀 넣고 무를 먼저 좀 익힌 후 고등어등 양념 넣고 끓이니까 무가 더 폭신 익어 좋네요",머슬업 다이어트,84
고등어무조림,85638689,2023-09-24 18:52:28,5,"매콤한 고등어조림
레시피대로 따라하니 쉽네요
주말 저녁 반찬으로 맛나게 먹었습니다. 감사 합니다.",머슬업 다이어트,84
고등어무조림,51712685,2020-08-01 13:02:33,5,"맛있어요
저는고등어작은거3마리로했네요
단거싫어해서매실즙조금만넣었네요",머슬업 다이어트,84
고등어무조림,84502039,2020-03-16 16:31:17,5,무가 부드럽고 양념장이 진한맛이 나네요 오랫만에 생선조림 맛있게 먹었어요,머슬업 다이어트,84
고등어무조림,21271342,2023-03-27 17:10:48,5,매번 생선구이만 먹다가 처음으로 조림해봤어요 양념이맛있습니다. 좋은레시피 감사해요~,머슬업 다이어트,84
고등어무조림,34674828,2020-01-13 01:17:00,5,저는 무를 좋아해서 무 분량을 좀 많이 했는데도 맛있게 잘 되었어요. 간고등어는 짜게 될 것 같아서 생물로 했는데 성공이네요^^ 달콤짭짜름한 맛이 일품입니다~,머슬업 다이어트,84
고등어무조림,14123933,2020-07-03 11:58:18,5,리뷰참고허여 저도 멸치 다시마 등 육수물을 넣었더니 완전 눈물의 감동이에요,머슬업 다이어트,84
고등어무조림,49836178,2022-11-29 21:59:57,5,"첨 해봤는데 음식점 요리 저리 가라네요 !!!
전 비린내 싫어서 생강 한조각 추가했고 
올리고당 없어서 노란설탕 한스푼으로 대체했는데 정말 대만족이었어요~♡",머슬업 다이어트,84
고등어무조림,74303125,2021-10-19 14:30:44,5,"시어머니가 보내주신 우럭으로 조림양념 참고해서 만들어봤어요
나름 성공했습니다 ㅎㅎㅎ",머슬업 다이어트,84
고등어무조림,62229523,2019-01-14 14:17:21,5,"저는 이 양념장에 된장 약간 추가하고, 고등어 위에다 김치를 덮고 뚜껑열고 조렸더니 정말 비린내 하나도없이 너무나 맛나게 되었어요. 감사해요",머슬업 다이어트,84
고등어무조림,kky1537,2021-05-03 15:45:09,5,너무 맛있어요. 고등어조림 처음 해봤는데 양념이 너무 맛있고 무도 맛있게 조려져서 밥 한그릇 뚝딱이에요. 같은 양념으로 꽁치 조림도 해먹었네요. 감사해요!!,머슬업 다이어트,84
고등어무조림,52738262,2020-05-02 12:31:59,5,"아기랑 같이 먹을생각으로
고추장 한스푼 된장 한스푼 하고 양념 반나절 숙성했는데
시원하고 맛나네요",머슬업 다이어트,84
고등어무조림,89081466,2024-01-20 21:29:04,5,"생선2마리기준으로 햇어요
딱매실청만 없었는데 맛은 너무맛있어요!
청량고추추가해서 넣엇습니다!+마늘더추가!
무가익을태까지 끓였습니다ㅎㅡㅎ",머슬업 다이어트,84
고등어무조림,75057255,2022-10-28 13:11:18,5,"진짜 맛있게 먹었어요~!전 순살 고등어로 했더니 너무 편해요. 다음에 또 이걸로 해먹을거에요.
레시피 감사합니다.",머슬업 다이어트,84
고등어무조림,59231010,2020-06-24 17:04:44,5,"레시피를남겨주셔서감사해요
알려주신대로했더니간이쎄지도심심하지도않게
마싯게잘되었어요^-^",머슬업 다이어트,84
고등어무조림,81458861,2023-05-11 15:14:38,5,완전 간단해보이는데 진짜 성공하는 레시피네요. 양념 그대로에 생강가루 조금이랑 양파만 작은 걸로 하나 추가했는데 온가족 입맛 저격!^^,머슬업 다이어트,84
고등어무조림,20272417,2017-02-25 20:38:55,5,정말맛있게잘먹었답니다 냉동실에서고등어를비로꺼내서조림을했는데도맛났어요마지막에들기름한큰술넣었더니비린내도없어지고잘먹었답니다레시피감사해요,머슬업 다이어트,84
고등어무조림,54192959,2021-01-08 07:47:58,5,"오~~~
진짜 맛나게 먹었어요ㅎㅎ
신랑이 갑자기 고등어무조림 먹고싶다해서 냉동실에있는 자반고등어 2마리를 가지고 했어요. 대부분 레시피들이 맛은 있지만 짠경우가 많아서 양념이 고민을 많이 했는데 웬걸 전혀 짜지 않구 입맛까다로운 서방님 밥 2그릇 드싯네요ㅋㅋ 어찌나 기분이 좋던지~~~
요 레시피 정말 강추입니다.
똥손도 금손으로 만들어주는 황금레시피.정말 감사합니다",머슬업 다이어트,84
고등어무조림,41562636,2017-06-08 16:47:41,5,"이레시피에 맛술 한수저 더추가해서 냉동고등어조림했어요
맛 짱♡이제까지 싱겁거나 너무 고추가루맛만났는데 신랑도 엄지척해주네요",머슬업 다이어트,84
고등어무조림,25511411,2020-04-29 19:53:45,5,레시피 감사합니다^^ 간이 잘되었어요~ 이제 고등어 조림 고민없어졌어요~^^,머슬업 다이어트,84
고등어무조림,73743440,2020-07-29 21:01:17,5,고등어 구워 먹었었는데 집에 비린내가 잘 안 빠져서 안먹게 되어 조려봤네요 딸내미가 맛있다며 국물에 밥 비벼서 한그릇 뚝딱했어요 전 올리고당 분량만큼 매실액을 더 넣었고 양파를 무와 같이 바닥에 깔았더니 국물이 달짝지근해서 애들이 좋아하네요 그리고 묵은지를 얹어서 조렸더니 묵은지가 별미에요 묵은지 국물을 좀 넣으면 더 맛있을거 같아요,머슬업 다이어트,84
고등어무조림,82590719,2021-06-13 21:11:55,5,"레시피데로 하면 맛나요~
근데 무우를 익히는데 시간이 좀걸려요.
무우가 덜 익었는데,
국물이 너무 쫄아서 중간에추가로 물을 더 넣었어요",머슬업 다이어트,84
고등어무조림,98046771,2019-11-12 22:49:11,5,양념대로하고 중간에 짜면 물 조절해서 푹 끓여줬더니 왠만한 식당 저리가라 맛이 나오네요ㅋㅋ 잘 먹었습니다!,머슬업 다이어트,84
고등어무조림,46138087,2022-04-28 07:18:33,5,"신랑이 따봉을 날려줍니다.

물이 많은가 싶었는데 20분 졸여주니 색깔도 진해지고 간이 잘 배었어요.",머슬업 다이어트,84
고등어무조림,85572425,2022-09-26 08:34:23,5,정말 너무 맛있어요!! 환상의 양념 조합을 공유해주셔서 진심으로 감사드립니다❤️,머슬업 다이어트,84
고등어무조림,30324102,2018-04-29 15:28:49,5,"고등어 한마리랑 무많이넣고 감자도 하나 넣어서 양념을 올리고당만 그대로 하고 1.5배 했는데도 조금 달달하네요 
어젠 배고파서 좀 덜 졸여졌을때 그냥 먹었는데 오늘 좀더 졸여서 먹으니까 너무 맛있었어요",머슬업 다이어트,84
고등어무조림,98172488,2019-02-03 23:03:57,5,양념 두 배로해서 고등어 세마리 요리했습니다. 생각만 해도 군침이 쩝쩝ㅎㅎ 맛있어요~,머슬업 다이어트,84
고등어무조림,wsjjewel,2021-01-25 21:24:29,5,"맛있네요 이렇게 간단하게 생선조림이 되다니 ㅎ 
감사해요 
신랑님입맛에 맞으시다네요ㅎ 제법이라며칭찬하네요ㅋ",머슬업 다이어트,84
고등어무조림,47450161,2021-11-16 22:50:38,5,"넘 맛있어요. 매실이 없어서, 설탕을 살짝 넣었어요. 6살아들이 이거 자주 해주랑 이러면서 만족을 표하더라고요 ㅎㅎ 감사합니다.",머슬업 다이어트,84
