recipeID,recipe_name,summary,ingredient_name,full_step,category,image_link
165,파인애플쌈다시마무침,새콤달콤 매콤한 무침 반찬을 드시고 싶다면 파인애플쌈다시마무침은 어떠세요?,[재료] 파인애플  쌈마시마 270g 양파  1/2개 파프리카  1/3개 통깨  약간 [양념] 고추장  2큰술 고춧가루  1큰술 매실액  2+1/2큰술 설탕  1/2큰술 식초  1큰술 다진 파  2작은술 다진 마늘  2작은술,"파인애플은 흐르는 물에 씻은 후 양쪽 가장자리를 잘라내고 8등분으로 썬 다음 심을 제거하고 먹기 좋은 크기로 썰어주세요. 쌈다시마는 찬물에 20분 정도 담가서 짠맛을 제거하고 끓는 물에 살짝 데친 후 찬물에 헹군 다음 물기를 빼서 굵게 채 썰어주세요. 양파는 껍질을 벗겨 흐르는 물에 씻은 후 채 썰어주세요. 파프리카는 흐르는 물에 씻은 후 채 썰어주세요. 분량의 양념재료 고추장, 고춧가루, 매실액, 설탕, 식초, 다진파, 다진 마늘을 넣고 골고루 섞어주세요. 쌈다시마, 양파, 파프리카를 볼에 담아주세요.양념을 넣어 간이 골고루 배도록 버무려주세요. 파인애플을 넣어 다시 한번 버무려주세요. 파인애플쌈다시마무침을 접시에 담고 통깨를 조금 뿌려냅니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/08/27d414c922866c118e8a449e8d4bcd281_m.jpg
166,무청시래기밥,오늘은 간단하지만 몸속노폐물을 배출시켜줄 무청시래기 요리로 시작해봅니다,[재료] 무청시래기  뒤포리육수(생수)  쌀  1컵 [양념] 간장  다진양파  깻잎  고추가루  통깨  참기름 ,"무청시래기는 일단 이렇게 겉껍질을 벗겨서 사용하셔야 부드러운 무청시래기맛을 느낄수 있는데요. 사실 바쁠땐 껍질 안벗기고 듬성듬성 썰어서 요리해도 그닥 거친입맛은 아니다 싶더군요~ 손질된 무청시래기는 밥하고 잘 어우려지도록 잘게 썰어주었답니다. 무청시래기만으로 좀 섭섭한듯하여 뒤포리육수를 사용해서 밥물을 만들었는데요. 귀찮으심 생수를 사용해도 됩니다. 냄비밥을 해도 되지만.. 약간의 편리함을 위해 전기 압력밥솥을 사용했어요. 무청시래기에서 나오는 수분도 있으니 밥물은 평상시보다 약간 적게 잡으시는게 고슬고슬한 밥을 짓는 깨알팁입니다. 간장, 다진양파, 깻잎, 고추가루, 통깨, 참기름을 섞어 양념장을 만들어 주세요. 이때 양념장재료는 굳이 양파나 깻잎이 아니여도 괜찮고요. 다진파나 냉이등 봄나물을 넣고 만들어도 좋아요. 그사이에 전기밥솥이 알아서 척척 고슬한 밥이 지어졌어요. 갓지은 밥 위에 양념장을 올려주면 완성!",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/16/aba139d9ac0bba0e05b9037f9105efbd1_m.jpg
167,양배추 밀푀유나베,국물과 함께 따끈하게 먹으면 환절기나 추운 겨울철에도 건강메뉴로 아주 좋은 양배추 밀푀유나베입니다.,[재료] 양배추  1/2개 삼겹살(냉동)  300g 마늘  4알 생강 작은거  1조각 다시마  6수 소금  후추  간장 ,"먼저 찬물에 다시마를 넣고 15분 정도 끓이고 다시마육수를 만듭니다. 양배추는 하나씩 뜯어서 깨끗히 씻어 물기를 빼고 준비합니다. 마늘, 생강은 사진처럼 앏게 썰어서 준비합니다. (생강은 채썰어서) 냉동 삼겹살은 끓인 물로 데쳐서 기름을 살짝 제거한 다음 물기를 빼줍니다. (냉동 아닌 생삼겹살도 괜찮아요.) 데친 고기는 소금, 후추로 밑간을 해주세요. 제일 큰 양배추 잎을 먼저 깔고 양배추 - 삼겹살 - 양배추 - 삼겹살 - 양배추 순서로 올려줍니다. 양배추와 삼겹살의 크기에 따라 하나에 2~3장 올리시면 됩니다. 마지막에 양배추가 오도록 싸주면 냄비 깊이에 맞춰서 2~3등분으로 잘라주세요. 큰 냄비에 방금 자른 양배추, 고기를 단면이 보이도록 잘 채워줍니다. 썰어놓은 마늘, 생강을 올리고 미리 끓여놓은 다시마육수를 넣고 뚜껑을 닫아 중간불로 끓여줍니다. 취향에 따라서 육수양을 조절해주세요. 팔팔 끓이고 양배추와 고기가 익으면 소금, 간장으로 간을 하고 마지막에 후추를 살짝 넣습니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/a2abd09a794a80d1f041de6b8de4fd7b1_m.jpg
168,표고버섯볶음,달달한 간장맛과 표고버섯의 고소하고 쫄깃한 맛이 입맛을 사로잡네요~ 밥반찬으로 영양만점인 표고버섯볶음을 소개합니다!,[재료] 표고버섯  당근  양파  마늘  파  [양념] 간장  깨소금 ,"우선 동글동글 표고버섯을 잘 씻어주세요. 너무 두껍지 않게 슬라이스 해주세요. 당근,양파도 채를 썰어서 버섯이랑 같이 담아주세요. 재료에 간장,마늘,파를 넣고 살살 조물조물해주세요. 20분정도 재워두세요. 간장을 너무 많이 넣으면 버섯이 시커멓게 되서 맛없어 보이니까 적당히 넣어주세요. 잘 재워진 버섯을 맛있게 살살 볶아주세요. 간을 봐서 모자라간은 소금으로 해주시구요. 다 볶아진 버섯에 깨를 살살 뿌려주시구요. 그러면 쫄깃쫄깃 오통통한 버섯볶음이 됩니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/c68c9ce5522fc222aaf866e815e945d31_m.jpg
169,입맛 돋우는 표고버섯 강된장,"봄철이라 입맛 없을 떄 생각나는 밥도둑레시피, 건강하게 만들어 맛있게 먹는 표고버섯 강된장레시피입니다.",[재료] 표고버섯  양파  애호박  새우  두부  [양념] 된장  3큰술 고추장  1큰술 미림  1큰술,"준비한 표고버섯과 애호박을 사각썰기 해둡니다. 양파1개도 사각썰기하여 준비합니다. 물반컵에 새우몇개 넣어 새우육수를 만듭니다. 새우육수를 만든후, 새우는 건져서 따로 준비해둡니다. 냄비에 올리브유 조금 두른 후, 양파를 볶습니다. 양파향이 퍼져날정도로 볶아줍니다. 양파볶은 냄비에 애호박 표고버섯 두부를 차례로 넣고 볶습니다. 이떄 두부한모는 으깨서 함께 볶아줍니다. 준비한 새우육수 붓고 강된장양념장도 함께 넣어 끓입니다. 두부한모를 더 넣고, 준비해뒀던 익은새우도 넣어 다시 한번 더 끓여줍니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/efab134e197a219519da0fbd7c87d6501_m.jpg
170,건강 한그릇 요리 - 표고버섯덮밥,고기로 맛을 내서 따로 육수를 만들지 않아도 되서 더 좋고 맛있고 영양좋은 표고버섯덮밥입니다.,[재료] 표고버섯(큰거)  6개 양파  1/2개 당근  1/3개 깻잎  5장 쇠고기  80g [녹말물 재료] 물  300ml [쇠고기양념] 간장  1T 다진마늘  0.5T [맛술 양념] 간장  2T 굴소스  1T 설탕  0.5T 참기름  1T 후춧가루  약간,"가장먼저 소고기에 밑간을 해줄게요.쇠고기는 불고기감을 이용하셔도 좋고 여기서는 구이용 등심을 이용하였습니다.다진마늘 0.5와 간장1, 맛술 1 넣고 미리 재워두었어요. 그다음 야채를 준비해 줍니다. 오늘의 주인공인 표고버섯은 넉넉하게 준비해 주세요. 그다음 팬에 양념해둔 소고기를 볶아줍니다. 고기가 절반정도 익으면 당근과 양파를 먼저볶아주세요. 양파가 투명하게 익으면 오늘의 주인공인 표고버섯을 넣어주세요. 표고버벗을 넣고 물을 자작하게 부어주세요. 저는 300ml 넣었더니 딱 맞더라고요. 물이 보글보글 끓기 시작하면 녹말물을 넣어주는데요. 녹말물은 미리 만들어두면 굳으니 만들기 직전에 넣어주세요.녹말물 넣고 빨리 섞어주셔야 녹말이 덩어리 지지 않는답니다. 녹말물 (전분가루1.5 : 물1.5 ) 녹말물을 넣으면 걸죽한 상태의 버섯덮밥 소스가 완성이 된답니다. 마지막으로 깻잎 채썰어둔 거 넣어주세요. 걸죽하게 완성된 소스입니다. 마지막으로 후춧가루 참기름 넣어주시면 소스 완성입니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/13/ff062a74c85bfb51495a1780f32237171_m.jpg
171,생무화과 타르트,만들어 바로 드시기보다는 냉장고에서 하루정도 놓고 시원하게 먹는게 더 맛난 무화과 타르트! 맛도 맛나고 모양도 럭셔리~한게 선물용으로도 너무 좋을거 같아요~,[타르트반죽] 박력분  300g 버터  160g 슈가파우더  50g 계란  1개 럼주  1ts [카스타드크림] 계란노른자  3개 설탕  70g 박력분  20g 우유  300ml 바닐라빈  1개 버터  15g 생크림  150g 설탕  15g 무화과  5~6개,"먼저 박력분(300g)과 슈가파우더(50g)을 체쳐서 넣어주시고 버터(160g)은 깍둑썰기로 차갑게 준비해서 스크래퍼등으로 잘게잘게 잘라주세요 밀가루+버터의 상태가 요렇게 소보로상태가 되면 가운데다가 계란 1개를 넣어주세요~ 그리고 계란을 골고루 섞어주시면 반죽은 완성~ 한덩어리로 뭉쳐진반죽은 비닐이나 랩으로 씌워 냉장실에서 1시간이상 휴지시켜주세요 반죽이 휴지되는동안 카스타드크림을 만들었답니다. 먼저 우유 300ml과 바닐라빈 1개를 준비! 바닐라빈은 반을로갈라 칼 끝으로 긁어 빼내주시고 껍질채 우유에 넣고 살짝 데워줍니다 계란 노른자 3개와 설탕(70g)은 설탕의 서걱거림이 없을정도로 섞어주세요 설탕이 다 섞이면 체쳐둔 박력분(20g)을 넣고 또 잘 섞어줍니다. 다 섞이면 대략 요런 정도의 질감이 완성 바닐라빈과 껍질을 넣은 우유(300ml)는 약불에 데우고 끝부분이 조금씩 보글보글하면 계란 노른자를 넣어줍니다. 우유끝이 조금씩 보글거리면 반죽해놓은 노른자를 넣어주면서 바로바로 거품기로 섞어주세요 그냥 가만히 놔두면 응어리가져서 먹기에 불편하거든요. 카스타드크림은 불에 올린후 재빨리재빨리를 외쳐야합니다..ㅎㅎ 노른자를 넣는도중에는 거품기로 계속 섞어가면서 넣어주었구요 노른자를 다 넣은후에는 눌러붙지않도록 실리콘주걱으로 계속 저어주었어요. 노른자가 다 섞이고 살짝 걸쭉해지면 버터(15g)를 넣고 잘 섞어주세요 보글보글...눌러붙지 않도록 계속 섞어주셔야하구요 노른자만 익거나, 응어리지지않도록 재빨리 섞는게 포인트! 카드타드크림의 그 걸~~~쭉한 느낌의 크림이 완성되면 불에서 내려 유리그릇에 옮겨담고 막이 생기지 않도록 랩을 크림에 바로 밀착시켜 식혀주세요. 한김식으면 냉장실로 고고씽. 이제 카스타드크림도 한김 식혀줘야하니 그동안 타르트지를 밀어줍니당 냉장실에서 휴지시킨반죽은 꺼내 3mm정도 두께로 밀어서 타르트틀에 밀착시켜 씌워주세요. 타르트틀에 확실히 밀착시키지않으면(특히옆면과 밑면이 이어지는부분) 타르트지를 구울때 쪼그라들어요 높이가 낮아진다고하면 이해가 쉽겠죠? 밑면과 옆면(화살표있는부분)을 잘 밀착시키지않고 살짝 붕 뜨게 두면 구웠을때 타르트지가 밑으로 쪼그라들어서 높이가 현저히 낮아지게 된답니다.... 유산지를 씌우고 타르트누름돌이나 팥등으로 눌러서 180도의 오븐에서 12~15분간 구워주세요오븐 그럼 또 타르트지가 식을동안 생크림을 휘핑합니다~ 생크림(150g)에 설탕(15g)을 넣고 거의 100%에 가깝도록 휘핑해주세요. 뭐 그냥 이물질 안들어간 볼을 차갑게해서 생크림도 최대한 차갑게! 해서 휘핑하면 생크림쉽게 만들수있어요~ 휘핑된 생크림에 만들어식혀둔 카스타드크림을 조금씩 넣고 섞어주세요 휘핑된생크림+카스타드크림은 짤주머니에넣어 준비하시고~ 다 식은 타르트지 위에다가 크림을 쫘악! 그리고 무화과는 껍질을 칼로 벗겨준비~ 시럽(물:설탕 = 2:1로 끓여 식혀서 사용)도 위에다가 발라주면 완성!",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/394b5d8edd799040021a80c41c2354e61_m.jpg
172,사과겉절이 만드는 법,"사과는 다이어트, 동맥경화, 고혈압, 당뇨병 등 성인병을 예방하고 사과껍질 안의 퀄세틴은 항산화작용이 뛰어나며 항균작용에도 도움을 주고 다이어트와 변비예방에도 좋은 과일이랍니다.",[재료] 사과  1/2개 무  250g 봄동  70g 대파  1/2뿌리 마늘  3쪽 [양념] 멸치액젓  2T 매실액  3T 고춧가루  1.5T 통깨  1T,"무는 흐르는 물에 씻은 후 채 칼을 이용해 채 썰어줍니다. 시원한 무는 비타민 C가 풍부하답니다. 봄동은 다듬어서 씻은 후 먹기 좋은 크기로 썰고 대파와 마늘은 껍질을 벗겨 씻은 후 대파는 어슷 썰고 마늘은 다져줍니다. 사과는 흐르는 물에 씻은 후 씨를 제거하고 채 썰어줍니다. 과즙도 풍부하고 달콤한 꿀이 박혀 있는 거 보이시죠? 채 썬 무, 봄동, 사과는 볼에 담아줍니다. 고춧가루를 넣고 살살 버무리듯 무쳐줍니다. 고춧가루를 넣고 먼저 버무리게 되면 고춧가루가 겉돌지 않아서 좋답니다. 대파, 멸치액젓, 매실액, 다진 마늘, 통깨를 넣고 간이 고루 배도록 살살 버무리듯 무쳐줍니다. 사과겉절이를 접시에 담아냅니다.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/10/021825e2dd78fdb09a714ec2e13c5b3b1_m.jpg
173,망고 바나나 스무디,"얼린 망고와 바나나의 조화, 거기에 달콤한 요거트까지 더해진 망고바나나스무디입니다.",[재료] 망고(냉동)  100g 바나나(냉동)  1개 플레인요거트  1통 우유  150g,냉동실에 얼려둔 망고와 바나나 및 다른 재료를 준비해요. 모든 재료를 컵에 넣고 핸드블렌더로 갈아 줍니다. 우유의 양은 개인의 입맛에 따라 가감해서 넣어 주세요. 예쁜 컵에 담아내면 완성입니다.,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/2cac11845994e7d5aa3315ef0f6320221_m.jpg
174,딸기바나나 스무디,탐앤탐스가 부럽지않은 딸기바나나 스무디 만드는법을 소개해드릴게요!,[재료] 딸기  바나나  요거트  우유 ,"믹서기에 딸기3알, 바나나를 적당히 잘라 넣어주시고요! 요거트분말을 3스푼 넣어주었어요! 전 믹서기가 미니믹서기래서 얼음을 함께 않넣었는데요! 집에있는 믹서기가 크시고 분쇄력이 좋으면 얼음을 이때 함께 넣어주세요! 우유는 믹서기의 반만 부어줍니다! 갈아 주세요! 얼음을 넣고 함께 갈으신 분들은 이렇게하면딸기바나나스무디가 완성이고요! 저는 과일을 먼저 갈은 후에 얼음을 갈았답니다. 얼음까지 다 갈아진 모습이에요! 요렇게만들면 훨씬 더 걸쭉한 모습이랍니다! 얼음은 취양에 따라 추가해서 넣어 만드셔도 되요! 스무디를 담아주면 완성.",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/12/4a690c92b036f39f63f9547fa690fe491_m.jpg
175,간식으로 좋은 단호박 조림 만들기,연한 차 한잔과 같이 먹으면 딱인 간식 단호박 조림 레시피~!,[재료] 단호박  1통 밤  5개 대추  5개 잣  호박씨  [양념] 물  1cc 설탕  1cc 물엿  1cc 소금  1/2~1T,"단호박 1통을 크기에 따라 다르지만 12등분해서 팬에 가지런히 깔아놓고 물 1C, 물엿 1C, 설탕 1C, 소금(단맛을 더 살려주거든요)1/2T-1T를 넣고 끓기시작하면 약불에서 조립니다. 조림뚜껑입니다. 뚜껑을 닫고 조리면 잡냄새가 냄비안에 그대로 있지만 조림뚜껑을 덮고 조리면 잡냄새는 빠지고 열이 날아가지않아 빨리 익어요. 5분 정도 조리다 단호박 조각들을 뒤집어 주고 2분 지난 후부터 유심히 보세요. 단호박에 금이 가는게 보이기 전에, 좀 덜익었다 싶을 때 불을 끄세요. 접시에 조심 조심 옮겨담으면 완성!",변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/08/900522e7f7abbe40bd5d0c6e7c1d858c1_m.jpg
176,완두콩두부조림,오늘 두부조림 양념장은 매콤한 양념장이 아닌.. 간장두부조림이라서 어린아이들도 잘 먹을수 있는 반찬인데요.. 두부에 완두콩을 넣고 만든 짭쪼름한 밑반찬이랍니다~,[재료] 두부  1모 완두콩  80알 홍고추  1/2개 식용유  적당량 소금  약간 후추  조금 [양념] 다시마물  1컵 간장  6숟갈 굴소스  2숟갈 올리고당  4숟갈 다진마늘  2/3숟갈 생강술  1숟갈 후추  약간,먼저.. 두부조림에 넣을 육수인 다시마물을 만들건데요~~ 보통은 멸치육수를 사용해서 만들지만.. 오늘은 채식이니 다시마물을 이용했어요~ 마른다시마를 찬물에 3시간정도 두어 다시마물을 만들어줍니다~ 끓는물에 소금을 약간 넣고 완두콩을 넣어주면 잠시후 완두콩이 동동 떠오를거에요~ 완두콩이 떠오르고나면 3분정도 더 끓여준후.. 체에 건져 그대로 식혀주세요~ 두부는 도톰하게 썰어.. 소금과 후추를 뿌려 30분정도 간을 해줍니다~ 달군팬에 오일3숟갈과 참기름1숟갈을 섞어 두부를 넣고 지져주세요~ 앞뒤로 노릇노릇하게 지져낸후 두부를 접시에 덜어냅니다~ 두부를 지진 후라이팬에 조림장 재료를 모두 넣고 팔팔 끓기 시작하면 중약불로 줄인후.. 지져낸 두부를 넣고 조려줍니다~ 두부에 조림장이 베어들기 시작하면 삶아낸 완두콩을 넣고 함께 조려줍니다~ 조림장이 절반정도 졸아들면 마지막으로 어슷썬 홍고추를 넣고 살짝만 더 조려준후 불끄면 완성이에요~,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/02/80554ab333338e884f3ac61844674ac71_m.jpg
177,엄나무순 무침,조물조물 소금간에 들기름넣고 무쳐먹어봤는데 쌉싸름한 맛이 더 살아나고 봄나물의 맛을 확실히 느낄수있어서 좋았어요!,[재료] 엄나무순  [양념] 소금  다진마늘  1/2큰술 소금  1작은술 깨소금  약간 들기름  약간,"먼저 손질을 해줄께요. 끝부분은 잘라 손질을 해주시구요. 너무 굵은 두릅은 끝부분을 열십자로 잘라서 먹기좋은 크기로 잘라주세요. 데치기전에 먼저 깨끗하게 씻어주세요. 끓은물에 소금을 넣고 데쳐주세요. 살짝데친 두릅은 차가운물에 헹궈서 물기를 꽈악 짜주세요~ 물기를 완전히 제거한후 양념을 해주면되요. 물기제거한 엄나무순에 다진마늘 1/2큰술, 소금1작은술, 깨소금약간, 들기름약간넣어줍니다. 조물조물 무쳐주면 완성.",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/17/fe44d5f366bee0eb3e7f5bb9a7868b291_m.jpg
178,양미리튀김만드는 법,불포화지방산이 풍부한 양미리~~ 바삭바삭 고소한 양미리튀김 소개합니다.,[재료] 양미리  20마리 튀김가루  파슬리가루  맛술  식용유  물 ,양미리는 흐르는 물에 깨끗하게 씻은 후 머리와 꼬리를 자르고 반으로 썰어서 물기를 뺀 다음 맛술을 뿌려주세요. 맛술은 양미리의 비린 맛을 제거하게 위해 사용했습니다. 볼에 튀김가루와 물을 붓고 튀김반죽을 해주세요. 파슬리가루를 넣고 골고루 섞어주세요. 튀김반죽에는 얼음을 넣으면 좋은데요 얼음 대신에 찬물로 반죽을 했습니다. 양미리에 튀김가루 옷을 가볍게 묻혀주세요. 튀김반죽에 양미리를 넣고 튀김반죽 옷을 입혀주세요. 달군 프라이팬에 식용유를 붓고 온도가 오르면 튀김가루 옷을 입힌 양미리를 넣고 노릇노릇하게 튀겨주세요. 접시에 키친타월을 깔고 기름을 제거해주세요.,골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/a29d6290b9aa647b9d6f5b2f873ac7301_m.jpg
179,도루묵구이,비린내가 없이 담백하고 시원한 도루묵~ 알이 가득찬 도루묵은 성장기 아이들 밥 반찬으로 안성맞춤입니다.,[재료] 도루묵  [양념] 소금 ,"우선 비늘은 없지만 칼로 살살 밀어서 이물질을 제거하여 줍니다. 옆날개를 가위로 잘라주고, 턱에 있는 지느러미 가위로 제거. 애들이 전부 단단해서 칼보다는 가위가 쉬웠어요. 배 지느러미도 깨끗하게 제거한 뒤 흐르는 물에 씻어주세요. 손질한 도루묵을 후라이팬에 올려 소금을 뿌려서 익혀줍니다. 그리고 많이 익혀주는게 좋으니까 오래 구워주셔도 된답니다.",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/26a43b40dd5a5428ab0a7146eb2495d61_m.jpg
180,담백한 도루묵조림,싱싱한 도룩묵으로 조림을 만들어 보려고 가을 무와 갖은 양념재료를 준비했습니다. 담백한 조림반찬 도루묵조림 소개합니다.,[재료] 도루묵  10마리 무  400g 풋고추  2개 대파  1/2뿌리 다시마  4조각 물  적당량 [양념] 양조간장  3큰술 조선간장  1/2큰술 고춧가루  1+1/2큰술 다진마늘  1큰술 맛술  2큰술 올리고당  1큰술 물 ,"도루묵은 꼬리, 지느러미, 내장을 제거하고 흐르는 물에 깨끗하게 씻어줍니다. 도루묵은 알이 꽉 차 보였습니다. 무는 흐르는 물에 씻은 후 도톰하게 반달 썰어줍니다. 풋고추는 꼭지를 제거하고 흐르는 물에 씻은 후 어슷 썰고 대파는 껍질을 벗겨 씻은 후 어슷 썰어줍니다. 냄비에 무를 깔고 물을 부은 후 다시마를 올려서 냄비 뚜껑을 닫고 무를 익혀줍니다. 한소끔 끓으면 다시마는 먼저 건져냅니다. 분량의 양념 재료 양조간장, 조선간장, 고춧가루, 다진 마늘, 맛술, 올리고당, 물을 붓고 양념장을 만들어줍니다. 무가 익으면 양념장을 끼얹고 도루묵을 올려서 나머지 양념장을 끼얹어서 조려줍니다. 중간중간 간이 골고루 배도록 양념장을 끼얹어 주면서 조려줍니다. 냄비 뚜껑을 열어보고는 깜짝 놀랐습니다. 도루묵 알이 툭툭 터져 나와서 말입니다..ㅎㅎ 대파를 올린 후 냄비두껑을 덮고 한소끔 끓으면 불에서 내려요.",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/e1040307f80d07ef18327e8582b67f6a1_m.jpg
181,취향대로 즐기는 병아리콩 후무스,병아리콩으로 후무스를 만들어보기로 했어요~ 병아리콩은 중동지역에서 후무스로 만들어서 많이 먹는다고 해요. 또한 병아리콩은 주로 채식주의자들의 단백질 공급원으로 많이 쓰이고 있어서 채식을 하는 저도 관심이 많답니다. 우리나라에서는 잡곡을 주로 밥에 넣어 먹지만 병아리콩은 밥에 넣어 먹는 것보다는 따로 요리해서 드시는게 더 맛있어요~ 개인적으로 병아리콩을 밥에 넣으면 밥이랑 따로 노는 느낌이랄까 좀 그래요~ 카레에 넣어도 괜찮아요.,[재료] 삶은  병아리콩 [양념] 식물성오일  참깨  다진마늘  소금  약간 쿠민파우더  후추  꿀 ,"병아리콩은 딱딱하기 때문에 하루정도 불려 주세요~ 전 미리 불려서 삶아 놓은 후 요리에 사용합니다~ 후무스용으로 삶은 병아리콩 1컵 정도를 준비했습니다. 불려 놓고 삶아서 얼렸다가 다른 요리에 쓰셔도 됩니다~ 원체 단단한 편이라 잘 풀어지지 않아요. 원래는 후무스에 타히니페이스트가 들어가는데 타히니페이스트가 없어서 직접 추가했어요~ 타히니페이스트는 식물성기름과 참깨를 갈아서 만든 소스에요. 참깨를 넣고 올리브유를 넣어 농도를 맞춥니다. 단, 많이 넣으면 칼로리가 높으니 적당히 넣으세요~ 기름을 많이 넣으면 맛이 있긴해요. 기름이 많은 것이 싫으시면 병아리콩 삶은 물이나 생수를 약간 넣어줍니다. 그리고 레몬즙을 약간 넣어줘야 하는데 없어서 대체 재료로 식초를 넣어줬습니다. 다진마늘도 살짝 추가해주세요~ 저는 마늘가루로 대신했어요~ 그 다음 소금을 1작은술 정도 넣고 취향에 맞게 같을 해주시고요~ 쿠민파우더가 있으면 살짝 넣어주세요. 저는 있어서 넣었어요~ 없으면 후추 넣으세요. 쿠민의 향이 강해서 전 안 넣었어요. 후무스 레시피가 굉장히 많은데 견과류도 취향에 따라 넣는 경우도 있는 것 같아요~ 그 다음 믹서로 마구마구 갈아주면 끝입니다~ 도깨비 방망이로 갈았는데 도깨비 방망이는 휘핑이나 과일쥬스 만드는 것 말고는 별로 실용적이지가 않네요~ 대용량으로 만들기도 힘들고 이런거는 잘 안갈아지더라고요. 조금 더 갈고 싶었는데 도깨비방망이가 이상한지 잘 안갈려서 그냥 이정도에서 마무리했어요. 병아리콩이 적당히 씹는 맛도 있고 괜찮아요~~ 후무스는 야채스틱을 찍어 먹기도 하고 빵에 발라먹기도 하고 딥소스처럼 사용하시면 됩니다~ 취향에 따라 꿀이나 마늘을 더 추가해서 만들어보는 것도 좋을 것 같아요. 개인적으로는 빵보다는 나쵸 소스로 추천드려요!! 나쵸를 별로 좋아하지는 않지만 만들고나니 나쵸가 생각 나는 맛이네요.",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/11/153878d8504e06edac189142c88370281_m.jpg
182,칙피스 약밥 만들기,하나씩 먹기좋게 랩이나 포장지로 싸서 아이들 간식으로 주거나 출출할때 야식으로도 먹거나 많이 만들어 냉동실에 보관해두고 입맛없는 아침 식사대용으로도 좋은 칙피스 약밥 만들기입니다. 칙피스는 콩종류라고 하는데~ 생김새도 좀 다르고 맛도 우리콩하고는 조금 다른맛이 나네요~,[재료] 찹쌀  2컵 디벨라칙피스 1캔 대추  [약밥 소스] 간장  3스푼 흑설탕  2스푼 참기름  계피가루  대추씨삶은물  2컵,"약밥을 만들기위해 찹쌀 2컵을 미리 불려주세요. 대추는 깨끗이 씻어서 씨를 발라내고 돌돌말아 썰어주거손으로 먹기 좋게 찢어주시면 됩니다, 대추씨는 버리지 말고 물을 넣고 끓여주세요. 불려놓은 찹쌀과 함께 밥물로 사용할 것입니다. 간장 3 스푼, 흑설탕 2 스푼, 참기름, 계피가루, 대추씨 삶은물 (종이컵으로 2컵 내외)을 잘 섞어서 약밥소스를 만들어 주세요. 불려진 찹쌀과 대추, 디벨라 칙피스를 밥솥에 넣어주세요. 만들어놓은 약밥소스를 부어주세요. 물양은 재료가 잠길랑말랑 넣어주시면 됩니다. 재료들과 함께 압력밥솥에서 취사버튼을 눌러주시면 완성됩니다.",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/05/7bb55d8f737571a952142ac2be1bd468_m.jpg
183,병아리콩 스낵,다이어트하는 분에게도 좋고 아이들 간식으로도 좋은 병아리콩스낵 소개합니다.,[재료] 병아리콩  2컵 [양념] 오일  1스푼 설탕  1.5스푼 올리고당  1스푼,"병아리콩은 씻어서 4시간 이상 불려줍니다. 불려진 병아리콩은 밥에 넣어 밥을 해도 됩니다. 잘 불려진 콩은 물기를 빼줍니다. 오븐팬에 넓게 펼쳐 180도에서 15분 가량 구워줍니다.오븐 중간에 뒷면도 익을수 있게 팬을 흔들어서 15분 더 구워줍니다. 오븐이 없는 분은 후라이팬에서 볶아주심 됩니다. 구운 콩은 그대로 먹어도 되지만 오일, 올리고당, 설탕을 넣고 잘 섞어 병아리콩에 버무려 오븐에 10분 정도 더 구워줘도 좋습니다. (양념에 버무리는 병아리콩스낵은 처음에 20분만 굽고 양념발라 10분 더 구워줍니다.)",골다공증,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/45ef2a2e404961a3a07c2d07c58d92b51_m.jpg
